ID,Gender,Birthdate,Years Graduated,Salary
102923,M,9/1/1987,14,350000
390177,M,1/26/1990,12,500000
228051,M,4/4/1988,13,605000
542967,M,11/4/1992,11,320000
1156529,M,7/14/1991,11,100000
295545,M,11/17/1987,13,180000
1034791,M,11/16/1990,11,315000
215848,M,5/31/1988,13,490000
814093,F,7/19/1991,10,340000
1098816,M,3/1/1988,11,145000
691206,F,2/28/1992,11,310000
50876,M,4/24/1987,15,640000
1171381,M,9/22/1990,11,240000
845544,F,12/4/1992,10,300000
1078034,F,2/22/1991,12,320000
1247339,F,5/5/1990,11,140000
541137,M,2/24/1991,12,400000
361702,F,3/21/1990,12,480000
874596,M,9/28/1987,11,250000
1171210,M,11/30/1991,10,260000
82444,M,1/15/1989,14,200000
1120667,F,9/18/1991,11,220000
576054,M,11/15/1988,12,130000
127017,M,6/8/1989,14,380000
640774,M,3/8/1991,11,55000
273602,M,6/22/1988,14,450000
1175525,M,10/27/1992,9,240000
1255801,M,8/18/1993,9,315000
636944,M,7/6/1990,11,260000
450922,F,7/7/1990,12,200000
927414,F,6/1/1990,10,120000
543139,M,11/6/1990,11,110000
640827,M,2/10/1991,11,300000
435437,M,7/28/1990,13,410000
431706,M,6/10/1990,12,150000
823790,M,10/1/1992,10,300000
59505,M,9/16/1985,14,320000
421568,M,6/9/1989,12,235000
45421,F,7/31/1989,14,415000
455432,M,2/8/1991,12,270000
308810,M,10/23/1990,12,280000
922658,F,10/31/1992,10,220000
109360,F,10/2/1988,14,520000
206571,M,2/12/1989,13,200000
624172,F,12/26/1991,11,85000
332694,M,2/28/1992,11,250000
866912,M,8/23/1991,11,325000
552848,F,12/11/1991,11,120000
1187474,F,9/26/1990,11,120000
203454,M,12/20/1988,13,500000
407653,F,7/30/1989,12,425000
1230310,M,10/24/1991,10,240000
637628,M,3/24/1991,11,105000
373290,F,8/30/1988,12,240000
1154840,M,2/18/1992,10,350000
355170,F,10/26/1990,12,300000
830138,M,4/11/1992,10,315000
333337,M,8/12/1989,12,240000
1085682,M,10/28/1990,11,80000
1083037,M,5/19/1992,10,310000
1129543,M,1/26/1990,11,155000
1198958,M,3/13/1993,10,400000
110817,M,5/15/1989,14,200000
958998,M,8/10/1992,10,100000
640459,M,8/20/1991,11,600000
47805,M,11/2/1989,14,505000
342936,M,9/4/1992,10,95000
262989,M,9/25/1990,13,180000
755088,M,8/13/1990,11,265000
1095963,M,10/29/1992,10,300000
637441,M,7/24/1991,11,350000
1227702,M,10/29/1992,9,220000
845819,M,2/21/1992,10,310000
89702,M,10/5/1987,14,525000
1093749,F,3/2/1992,10,150000
133773,F,2/20/1988,14,405000
1064862,M,2/4/1991,11,175000
116358,M,1/21/1989,14,490000
63106,M,12/20/1987,13,460000
599652,M,8/16/1992,11,330000
271904,M,9/30/1989,13,1100000
998012,F,1/26/1991,11,190000
937947,F,12/22/1992,10,325000
1097187,M,1/22/1992,11,300000
849071,M,11/10/1989,11,325000
35694,M,6/18/1989,12,180000
1066913,M,5/3/1993,10,120000
796601,M,1/6/1992,10,275000
578157,M,4/1/1991,10,40000
335201,M,10/1/1990,12,410000
1087183,M,7/30/1992,10,100000
1204221,M,1/17/1994,9,350000
920413,M,10/1/1990,10,50000
707108,M,4/24/1992,11,485000
1187208,M,7/31/1991,11,240000
1127268,M,1/12/1991,11,300000
1019761,M,9/1/1992,11,330000
327856,M,4/12/1990,12,100000
247078,F,7/13/1988,13,275000
51320,M,4/17/1988,14,545000
530592,M,5/2/1991,11,120000
599552,M,9/1/1991,11,175000
662142,M,10/19/1991,11,120000
1294572,M,8/5/1991,10,200000
423209,M,1/1/1988,12,180000
407740,M,1/31/1990,12,395000
618308,M,4/13/1990,11,600000
920388,M,9/23/1991,10,400000
670628,M,10/8/1991,11,340000
335328,M,1/11/1991,11,200000
35122,M,2/14/1991,14,180000
1157393,M,10/20/1991,10,145000
1258895,M,7/30/1991,12,205000
629285,F,4/22/1991,11,410000
914336,M,2/12/1991,10,150000
322522,F,7/24/1991,12,160000
337194,M,3/31/1991,12,495000
1129408,M,4/19/1990,11,250000
242701,M,4/10/1988,13,600000
238088,M,7/24/1989,13,360000
754972,M,12/24/1991,11,225000
1044900,M,9/19/1992,10,450000
661111,F,4/24/1992,11,150000
1233151,F,6/25/1991,10,150000
328163,M,7/3/1991,12,205000
670213,M,5/5/1991,11,180000
746050,M,3/16/1991,11,300000
310559,M,8/10/1990,13,560000
237941,M,3/29/1989,13,655000
958966,M,5/16/1992,10,190000
277307,M,10/10/1989,13,215000
627124,M,10/23/1992,11,500000
611920,M,7/5/1991,11,95000
335789,F,8/14/1991,12,325000
482761,F,6/19/1991,12,50000
46291,F,5/21/1988,14,560000
696034,M,6/16/1990,13,230000
366097,F,12/17/1988,12,415000
752781,F,8/27/1992,11,100000
1242190,M,10/30/1992,10,215000
1092984,M,12/8/1991,10,180000
605021,M,6/17/1992,11,375000
623192,M,4/10/1990,11,380000
1044603,M,11/30/1992,10,180000
575845,M,3/5/1990,12,95000
310092,F,12/9/1989,12,120000
796708,M,8/19/1991,10,325000
215595,M,4/21/1990,13,240000
1190687,M,2/7/1992,12,110000
328236,M,10/21/1990,12,390000
794947,M,12/2/1992,10,450000
190911,M,11/1/1986,13,700000
226847,M,3/10/1987,13,360000
243425,M,8/27/1987,13,330000
1266498,M,4/21/1993,10,210000
719970,M,2/24/1989,11,300000
220779,M,5/11/1988,13,435000
1092991,M,2/12/1993,10,315000
109571,F,6/25/1988,14,50000
248992,M,9/14/1989,13,180000
965196,F,5/31/1993,10,305000
349752,M,5/25/1991,12,550000
425547,M,11/1/1990,12,300000
52947,M,11/24/1985,14,220000
622495,M,12/26/1990,12,325000
990568,F,5/14/1992,10,320000
1075225,M,11/4/1990,11,345000
465339,F,8/1/1990,12,115000
1057665,M,1/19/1993,10,180000
457244,M,6/3/1991,12,360000
358850,M,5/29/1988,12,310000
451825,M,5/7/1989,13,435000
895695,M,12/25/1992,10,325000
663169,M,2/10/1990,11,320000
1288222,F,6/15/1991,12,205000
730857,M,1/22/1991,11,325000
273719,F,7/1/1989,13,600000
669585,F,8/22/1992,11,345000
1193139,M,6/25/1992,8,325000
336003,M,7/5/1991,12,255000
577325,M,9/16/1988,11,100000
1096110,M,1/20/1992,10,185000
196379,M,4/17/1988,13,300000
455593,M,5/26/1987,12,190000
435338,M,4/6/1990,12,120000
883188,M,5/19/1992,11,200000
955394,F,9/10/1994,10,180000
295383,F,4/10/1989,13,170000
17126,M,4/24/1989,14,370000
361646,M,7/29/1990,12,155000
947111,F,3/20/1992,10,200000
351307,M,2/10/1990,12,550000
507994,F,4/2/1991,12,195000
493734,M,10/24/1991,12,400000
1225876,M,6/23/1992,11,200000
517535,M,3/1/1991,12,530000
947697,M,5/15/1992,10,325000
1251095,F,11/11/1992,11,150000
538390,M,1/20/1990,12,375000
794194,M,12/25/1990,10,225000
274695,M,12/10/1989,13,120000
1266399,M,2/5/1990,11,240000
1089302,M,3/18/1992,10,375000
597966,M,8/2/1990,11,180000
692823,M,1/29/1992,11,520000
362798,F,8/10/1989,12,365000
356259,M,11/19/1990,12,130000
1077591,M,8/15/1989,11,240000
313158,M,2/5/1991,11,520000
42876,M,10/23/1987,14,120000
1230582,M,10/12/1992,10,110000
596083,M,7/4/1991,10,450000
619652,M,2/16/1989,11,325000
513384,M,6/7/1991,13,420000
1248140,M,3/25/1991,11,95000
308775,M,5/10/1990,12,360000
1081710,M,11/20/1992,10,320000
337784,F,6/10/1989,12,300000
850062,M,7/31/1992,11,325000
529692,M,7/1/1991,12,240000
350055,F,9/30/1990,12,420000
895882,F,1/12/1992,10,115000
390591,M,4/6/1991,12,180000
716336,M,4/18/1991,11,400000
1247341,M,8/3/1991,11,360000
352852,F,2/6/1991,12,300000
338428,M,2/28/1991,11,390000
637306,M,2/11/1989,11,145000
1160213,M,6/24/1991,10,320000
405740,M,9/17/1991,12,480000
1233826,M,1/24/1993,9,330000
1206204,M,4/8/1992,10,325000
123487,F,7/11/1989,14,630000
927386,M,6/24/1990,10,120000
1218810,M,5/26/1992,11,205000
536794,F,3/18/1992,11,450000
724092,M,3/23/1990,11,350000
991139,M,10/23/1992,10,320000
259792,M,5/21/1988,14,120000
1034769,M,11/3/1990,11,290000
337880,F,3/4/1989,12,315000
295307,M,9/6/1987,13,135000
757456,M,6/5/1984,12,330000
133428,M,2/15/1988,14,360000
1089747,M,1/20/1988,11,315000
1267511,M,10/21/1989,9,105000
338410,M,6/2/1992,11,200000
927081,M,12/1/1991,10,250000
302743,F,11/27/1989,13,410000
277189,M,2/14/1988,13,340000
872382,M,4/30/1991,10,325000
831825,M,9/2/1992,10,315000
435062,M,9/21/1990,12,255000
898295,M,11/26/1992,10,180000
1063638,M,2/3/1992,11,360000
592952,F,11/27/1991,11,250000
989860,M,2/13/1992,10,250000
644037,M,4/20/1991,11,300000
1279886,F,12/8/1991,10,170000
814349,M,2/8/1991,10,120000
715228,M,8/6/1991,12,405000
722915,M,12/2/1991,11,400000
1274508,M,12/8/1990,11,280000
349849,M,7/14/1989,12,240000
1281863,M,9/14/1993,9,300000
707121,M,5/3/1992,11,345000
1007216,F,10/15/1992,10,300000
514541,F,8/23/1988,12,200000
805128,F,10/8/1989,12,305000
182636,F,6/15/1990,13,180000
549816,F,8/4/1991,12,330000
1262846,F,4/29/1992,10,325000
984667,M,11/16/1993,9,60000
113081,M,2/14/1989,11,445000
556005,M,11/1/1991,11,300000
897769,M,10/27/1992,10,400000
806067,M,4/2/1990,10,125000
897369,M,10/22/1992,10,400000
841260,M,7/16/1990,13,330000
708034,M,12/20/1990,11,260000
918908,F,1/10/1995,10,240000
1088577,M,6/5/1993,10,145000
509882,F,5/4/1991,12,450000
489860,M,8/17/1991,11,120000
1066112,F,9/3/1991,10,180000
1088451,M,4/7/1992,11,250000
901346,M,9/14/1992,10,335000
214964,F,12/25/1988,13,315000
552531,M,7/28/1991,11,420000
333406,M,9/11/1990,12,600000
639696,F,12/12/1991,11,275000
262077,M,5/30/1987,13,80000
63123,M,2/4/1989,13,360000
416769,M,4/15/1990,12,325000
1073190,F,8/30/1989,11,215000
297430,M,12/31/1987,13,445000
1133460,F,9/16/1993,9,95000
302687,M,7/28/1989,13,445000
226015,M,9/17/1990,12,430000
345597,M,8/17/1990,12,105000
1203348,M,3/25/1991,11,340000
822575,M,3/16/1993,10,210000
113467,F,12/18/1984,14,200000
618785,M,7/1/1991,11,335000
1259889,M,10/15/1992,10,325000
407197,M,12/21/1987,12,310000
982400,M,7/6/1992,10,240000
514279,F,8/27/1990,11,180000
632746,M,3/15/1990,11,180000
322718,M,1/26/1990,12,110000
347449,M,6/2/1988,12,95000
611076,M,9/7/1987,13,325000
1123186,M,6/30/1988,10,120000
1120742,M,8/31/1992,11,505000
616056,M,8/3/1992,10,180000
1171244,M,3/16/1990,11,100000
279824,M,9/8/1989,13,1000000
896880,F,10/8/1992,10,450000
682141,M,7/14/1988,11,145000
552431,M,2/12/1991,11,460000
760965,F,9/20/1990,12,250000
509245,M,10/3/1990,12,200000
301629,F,9/24/1988,13,370000
917487,F,2/11/1991,10,200000
462964,F,2/9/1992,11,325000
133282,M,10/15/1987,14,160000
197796,M,8/5/1986,13,150000
1297805,M,3/1/1989,12,210000
407711,M,5/2/1990,12,450000
920335,M,7/2/1990,7,145000
1015209,F,9/13/1992,10,300000
962526,M,11/5/1991,10,700000
1020520,F,7/23/1989,11,230000
248343,M,8/1/1989,13,280000
959820,F,3/19/1991,10,180000
108902,M,1/21/1987,13,85000
820537,M,9/4/1993,11,700000
341806,M,8/6/1990,12,140000
113676,M,1/20/1987,14,550000
633797,F,9/20/1991,11,365000
602875,F,1/3/1989,12,300000
1077212,M,7/3/1991,12,170000
229854,F,1/16/1990,13,435000
341146,F,2/14/1991,12,350000
1091302,M,9/6/1992,10,120000
592393,F,3/14/1992,11,200000
627087,M,4/8/1991,11,500000
116996,M,8/12/1987,14,125000
1011018,M,12/1/1992,10,315000
871997,M,12/11/1992,10,335000
335701,M,7/18/1991,12,430000
661546,M,7/5/1990,11,280000
1088782,M,1/21/1989,11,250000
1189128,M,2/26/1992,11,170000
605611,M,7/31/1989,12,550000
942576,F,11/24/1990,12,150000
267699,M,3/18/1987,13,430000
810396,M,8/1/1990,10,195000
909112,M,8/10/1990,11,190000
1242353,M,11/27/1992,10,250000
794238,M,4/4/1992,10,200000
54007,M,7/15/1990,14,130000
670276,M,7/31/1991,11,430000
1026489,M,5/27/1993,10,200000
211700,F,10/8/1989,13,225000
1094706,M,5/27/1997,10,450000
893654,M,1/29/1992,10,310000
330381,M,2/19/1991,12,360000
1239599,M,5/6/1991,11,155000
815061,M,11/20/1990,12,340000
640383,F,2/9/1991,11,215000
661505,F,3/8/1991,11,100000
795771,M,10/18/1991,9,310000
289612,F,9/2/1989,13,480000
702599,M,5/4/1989,12,180000
1231953,F,7/12/1989,10,450000
1231990,F,11/19/1991,11,205000
421635,M,7/25/1991,12,120000
639065,F,2/21/1992,11,280000
1063437,M,4/3/1991,11,200000
636483,M,11/21/1989,11,105000
286955,M,3/14/1990,13,350000
190393,M,2/10/1990,13,450000
358095,M,10/9/1991,12,470000
283267,M,3/23/1989,11,440000
592817,F,3/25/1989,12,355000
192733,M,5/7/1989,13,420000
999631,F,8/27/1993,10,300000
1048543,M,3/15/1991,10,300000
179878,M,2/15/1985,13,105000
36817,M,1/3/1985,14,100000
1272092,M,1/8/1993,10,35000
575114,M,11/10/1991,11,380000
258861,M,9/2/1989,13,250000
283980,M,7/22/1989,13,250000
454999,M,10/24/1990,12,110000
457565,F,1/19/1990,12,500000
1123118,M,9/12/1993,10,100000
265924,F,10/14/1990,13,460000
335489,F,7/12/1989,12,385000
318523,M,6/20/1991,12,400000
344950,M,3/10/1990,12,600000
599306,M,7/21/1989,12,200000
1171203,M,8/28/1992,10,325000
505912,M,9/25/1990,12,180000
1145718,M,5/9/1990,9,100000
98335,M,11/27/1988,14,480000
561757,M,12/3/1992,7,120000
1208099,F,12/18/1991,10,300000
357969,F,7/24/1991,12,405000
676401,F,7/28/1991,11,105000
1190122,M,2/18/1992,9,110000
358878,M,9/16/1990,12,405000
737374,M,6/7/1991,11,240000
895817,M,2/15/1991,10,325000
604821,F,11/14/1991,11,280000
1089265,M,2/5/1989,12,180000
793173,M,2/20/1991,10,120000
1289825,M,8/24/1987,10,180000
587792,M,7/5/1990,12,310000
872027,M,12/7/1994,10,330000
330647,F,7/20/1991,12,430000
489939,M,9/17/1989,13,285000
123403,M,2/18/1989,12,90000
628271,M,10/25/1992,11,210000
1063875,M,1/25/1991,11,325000
1094320,M,11/21/1992,10,200000
127290,M,6/10/1988,14,555000
965642,M,1/28/1993,10,350000
553781,M,6/23/1988,11,310000
1099490,M,9/15/1992,10,140000
1077909,M,8/18/1991,11,300000
1093269,F,11/15/1992,10,400000
43693,M,3/5/1989,14,205000
455759,M,9/20/1990,12,535000
339334,M,6/10/1991,12,100000
823357,M,8/28/1991,10,275000
416714,M,4/23/1988,12,300000
1099457,M,8/22/1994,9,570000
1248141,M,11/4/1991,10,320000
358203,M,12/23/1990,12,120000
563437,M,2/19/1990,12,180000
721591,F,8/25/1992,11,215000
773975,M,4/8/1990,11,460000
103947,M,7/13/1989,14,325000
266342,M,5/10/1986,13,320000
922508,M,2/13/1993,10,80000
864186,M,3/10/1992,11,515000
518448,M,1/20/1990,12,280000
959445,M,4/24/1992,10,185000
295347,M,6/14/1989,12,400000
1068920,M,3/7/1988,11,180000
989173,M,2/14/1991,10,100000
811377,M,8/30/1992,10,320000
643141,F,10/3/1992,10,95000
337687,F,2/13/1989,12,350000
246764,M,5/15/1987,13,100000
1087484,M,4/7/1987,10,110000
504451,M,11/12/1988,12,85000
677954,F,6/7/1992,11,200000
683476,M,7/1/1989,11,180000
120132,M,3/22/1989,14,530000
618289,M,7/14/1991,11,395000
382747,M,7/22/1990,12,415000
216420,M,1/2/1989,13,315000
1002565,M,7/31/1993,10,225000
272464,M,11/7/1989,13,180000
596494,M,1/11/1989,10,120000
244735,F,6/22/1986,13,325000
464125,M,12/6/1989,13,215000
345959,M,12/25/1990,12,305000
1135605,M,2/12/1991,11,165000
1118166,F,11/1/1991,11,100000
539201,M,5/31/1991,11,300000
675621,M,1/4/1990,11,350000
600608,M,8/8/1990,12,490000
1036025,F,1/17/1992,11,315000
1019681,M,5/1/1992,11,200000
781935,F,10/9/1991,11,70000
1072479,M,1/3/1992,11,210000
600984,M,12/10/1988,12,350000
112449,M,2/28/1989,14,715000
1168914,M,6/29/1991,11,250000
458082,F,7/28/1991,12,70000
1194487,F,8/22/1993,10,325000
619152,F,1/14/1992,11,300000
385547,M,4/22/1991,12,820000
582336,M,5/14/1992,11,335000
285843,F,12/8/1989,13,380000
53982,M,8/15/1986,14,350000
1006613,M,3/10/1993,11,335000
1089133,M,11/13/1991,10,320000
1136149,F,10/13/1992,10,305000
895719,F,10/26/1991,10,310000
1240232,M,2/5/1991,11,185000
311404,F,7/26/1989,13,180000
339381,M,5/12/1990,12,165000
1251571,M,6/4/1991,11,180000
1211556,M,5/3/1990,10,120000
240133,M,8/6/1987,13,110000
1272172,M,4/1/1991,10,225000
1258784,M,1/20/1993,10,200000
250399,F,7/3/1989,13,90000
755080,M,3/30/1992,11,340000
843779,M,6/26/1992,10,335000
525246,M,10/4/1989,12,500000
339216,M,10/3/1989,13,360000
326418,M,3/5/1991,12,180000
445830,F,3/26/1992,11,300000
325356,M,3/2/1990,12,505000
46343,M,4/8/1989,14,510000
1233637,M,7/5/1993,9,280000
984958,M,10/5/1991,10,285000
509241,M,11/16/1990,12,400000
324190,M,3/18/1989,12,100000
606571,M,5/6/1991,11,500000
416268,F,5/24/1991,12,370000
611970,M,1/13/1991,11,420000
1082762,M,8/16/1991,10,325000
960079,M,6/9/1993,10,200000
358389,M,12/27/1989,12,140000
662149,M,3/28/1990,11,60000
842595,M,7/4/1991,10,300000
333737,M,5/11/1988,12,210000
606741,F,10/14/1991,11,240000
530430,M,6/23/1992,11,300000
296724,M,4/8/1988,13,400000
189234,F,4/27/1990,13,520000
1231995,F,6/19/1992,11,200000
425399,M,5/5/1989,12,240000
658836,M,10/27/1990,11,550000
230873,M,5/20/1990,13,630000
812555,M,10/11/1990,12,150000
334330,M,7/20/1991,12,420000
690477,F,10/4/1989,11,250000
1238289,M,10/31/1990,10,350000
598081,M,4/21/1992,11,560000
41147,M,9/13/1987,14,4000000
330551,M,7/29/1991,12,145000
530146,M,7/14/1991,11,360000
65096,M,2/5/1988,14,345000
961017,M,6/6/1992,10,120000
639693,F,1/7/1990,11,360000
320969,M,7/6/1989,12,500000
898730,M,1/25/1992,10,320000
1157697,M,12/22/1993,10,180000
987044,M,12/14/1991,10,440000
602029,M,3/28/1991,11,150000
1114870,M,8/2/1992,11,120000
454775,M,2/27/1991,12,390000
1119976,M,3/10/1991,11,180000
642309,M,3/18/1991,11,600000
82915,M,2/9/1988,14,380000
947006,M,9/11/1991,10,380000
353118,M,8/9/1990,12,415000
229518,M,5/26/1990,13,425000
260350,F,6/12/1989,14,200000
215660,M,5/27/1989,13,105000
270797,M,6/27/1988,13,470000
580624,F,12/25/1990,11,375000
250796,M,7/16/1990,13,575000
339451,F,4/27/1991,12,420000
1069569,M,7/13/1993,10,300000
320298,M,1/11/1989,12,500000
35346,M,2/23/1985,13,445000
114364,M,2/8/1986,14,400000
103174,F,4/17/1989,14,120000
352811,F,7/22/1991,12,120000
287070,M,11/24/1988,13,385000
317336,M,8/25/1988,13,530000
993701,M,5/27/1992,11,200000
